 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
261   0.000E+00 0.000E+00 1.280E-07 1.280E-07 2.525E-04 1.931E+08 1.925E+08 3.440E+01 2.675E+00 2.324E+02  270
271   7.760E+05 7.760E+05 3.405E-10 3.628E+06 5.443E+06 3.117E-26 3.126E-26 1.671E+05 2.824E+11 2.824E+11  280
281   1.862E+13 2.204E+10 1.720E+11 7.662E+10 4.507E+10 8.430E+02 6.787E+09 1.357E+10 5.279E+10 5.279E+10  290
291   9.302E+08 1.068E+10 1.068E+10 6.482E+10 3.241E+10 1.841E+08 1.996E+13 1.996E+13 5.098E+10 2.549E+10  300
301   0.000E+00 4.291E+03 4.291E+03 3.678E+03 3.496E+11 2.454E+09 1.729E+01 1.729E+01 0.000E+00 0.000E+00  310
311   3.913E+06 5.738E+07 2.113E+07 1.245E+00 6.893E+09 1.377E+10 2.612E+09 2.612E+09 1.306E+09 1.167E+20  320
321   1.167E+20 9.369E+11 4.685E+11 9.369E+11 1.874E+12 4.729E+12 3.641E+09 1.560E+09 4.681E+10 1.312E+11  ***
***   3.841E+11 1.800E+11 1.800E+11 6.244E+10 9.637E+10 1.902E+07 1.359E+10 1.949E+06 1.693E+11 1.767E+11  ***
***   1.371E+10 1.873E+05 5.404E+10 6.867E+09 1.014E+08 2.700E+09 6.824E+05 6.307E-06 0.000E+00 1.744-321
         1         2         3         4         5         6         7         8         9        10
 
 --------------out of isotope subroutine---------------
 
 
 RAINOUT RATE, PHIDEP, AND LOWER B.C.
    FOLLOWED BY TP, TL, FUP, FLOW, CON
          ¾KcŠÓß>    à9ö^]ƒ2?    à9ö^]ƒ2?    ð²ÕÑ¥s’>    H@é§Ð#è>    H@é§Ð#è>    ]Qã®d?    ]Qã®d?    C
„§àÈŠ=    ?ôÜÛ6r?
  SR   2.8636E+09  0.0000E+00  0.0000E+00  1.4674E+06  1.1689E+08  5.0947E+10  0.0000E+00  0.0000E+00  1.3504E+05  1.8728E+10
  Phi  9.8564E+08  1.1971E+03  0.0000E+00  1.5991E+06  3.6077E+08  1.5395E+10  6.7099E+10  3.3550E+10  0.0000E+00  6.1193E+09
 LBC       0           0           0           0           0           0           0           0           0           0
 TPI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 TLI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FUP   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FLOW  0.0000E+00  0.0000E+00  1.2895-321  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 CON   0.0000E+00  1.4427-321  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 
          oÌjt¬v?    {É†”@Û[?    ^£Zì²>    	¿­'È`õ>    	¿­'È`õ>    =ŽHÍI'œ?    •@L0d4?    –@L0d4?    —‹«ó"R>    Úö|2I6@
  SR   1.8728E+10  1.0652E+08  1.0652E+08  1.0646E+07  1.6572E+01  2.1598E+02  1.6251E+06  6.6367E+09  9.0113E+07  1.7923E+08
  Phi  6.1193E+09  2.0685E+08  2.0685E+08  0.0000E+00  1.8201E+07  7.8601E+07  6.5346E+05  2.3741E+09  1.9886E+06  3.9524E+06
 LBC       0           0           0           0           0           0           *           0           0           0
 TPI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 TLI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FUP   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.5473-322  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FLOW  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 CON   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.6354-321  0.0000E+00
 
          ÔÏ±ÚnÌ ?    µæNÖñ>    ‰Q8ÁS1?    Û í…÷Š=    9‹<ŽFp?    	¿­'È`õ>    œ;'@?    ðN‡å–Ã`A    ÚÄ¤H¹ª=    ‹\÷?%Ã?
  SR   1.5577E-01  3.4528E+04  8.6320E+03  1.9366E+11  3.8596E-07  9.6798E+08  3.9444E+08  7.0560E+05  4.3689E+10  1.1496E+08
  Phi  1.3538E+05  8.9033E+02  2.2258E+02  2.3057E+14  3.4080E-04  1.3243E+09  2.1051E+08  1.4786E+06  2.3299E+14  3.5739E+08
 LBC       0           0           0           0           0           0           0           0           0           0
 TPI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 TLI   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FUP   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 FLOW  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.6255-321  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 CON   0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
 
          «ùÕã}“p?
  SR   8.8802E+07
  Phi  1.9700E+06
 LBC       0
 TPI   0.0000E+00
 TLI   0.0000E+00
 FUP   0.0000E+00
 FLOW  0.0000E+00
 CON   0.0000E+00
 
 delta 17O values with altitude
     Z(km)  ¾KcŠÓß>  à9ö^]ƒ2?  à9ö^]ƒ2?  ð²ÕÑ¥s’>  H@é§Ð#è>  H@é§Ð#è>  ]Qã®d?  ]Qã®d?  C
„§àÈŠ=  ?ôÜÛ6r?
     0.5   6.37E-03 -4.72E-04  0.00E+00  4.65E-01  4.72E+00  4.88E-12 -5.37E-04 -6.02E-04 -3.83E-04  5.77E-03
     1.5   2.89E-03 -4.80E-04  0.00E+00 -1.52E+00  6.34E-02  2.06E-12 -5.41E-04 -6.02E-04 -5.19E-04  2.87E-03
     2.5  -1.39E-03 -4.95E-04  0.00E+00 -2.07E+00 -8.38E-03  8.58E-13 -5.49E-04 -6.02E-04 -7.55E-04 -8.49E-04
     3.5  -5.06E-03 -5.14E-04  0.00E+00 -2.63E+00 -5.46E-02  3.16E-13 -5.58E-04 -6.02E-04 -1.07E-03 -4.17E-03
     4.5  -7.61E-03 -5.33E-04  0.00E+00 -3.15E+00 -9.61E-02  7.14E-14 -5.68E-04 -6.02E-04 -1.42E-03 -6.68E-03
     5.5  -9.50E-03 -5.52E-04  0.00E+00 -3.49E+00 -1.33E-01 -3.12E-14 -5.77E-04 -6.02E-04 -1.77E-03 -8.69E-03
     6.5  -1.18E-02 -5.70E-04  0.00E+00 -3.53E+00 -1.58E-01 -6.42E-14 -5.86E-04 -6.02E-04 -2.10E-03 -1.09E-02
     7.5  -1.52E-02 -5.84E-04  0.00E+00 -3.36E+00 -1.73E-01 -6.55E-14 -5.93E-04 -6.02E-04 -2.39E-03 -1.36E-02
     8.5  -1.83E-02 -5.91E-04  0.00E+00 -3.17E+00 -1.82E-01 -5.52E-14 -5.97E-04 -6.02E-04 -2.60E-03 -1.59E-02
     9.5  -1.81E-02 -5.95E-04  0.00E+00 -2.94E+00 -1.84E-01 -4.21E-14 -5.99E-04 -6.02E-04 -2.74E-03 -1.66E-02
    10.5  -1.27E-02 -5.98E-04  0.00E+00 -2.55E+00 -1.79E-01 -2.81E-14 -6.00E-04 -6.02E-04 -2.79E-03 -1.44E-02
    11.5   3.16E-03 -6.01E-04 -6.21E-06 -1.90E+00 -1.60E-01 -1.37E-14 -6.02E-04 -6.02E-04 -2.73E-03 -5.58E-03
    12.5   7.39E-03 -6.02E-04  3.82E-04 -1.64E+00 -1.99E-01 -6.20E-15 -6.02E-04 -6.03E-04 -2.76E-03  2.94E-03
    13.5  -1.18E-03 -6.03E-04  9.20E-03 -1.39E+00 -2.55E-01 -3.39E-15 -6.03E-04 -6.03E-04 -3.54E-03 -8.08E-04
    14.5  -1.50E-02 -6.03E-04  2.52E-02 -1.07E+00 -2.76E-01 -2.06E-15 -6.03E-04 -6.03E-04 -6.04E-03 -1.39E-02
    15.5  -2.95E-02 -6.04E-04  4.92E-02 -7.77E-01 -2.56E-01 -1.39E-15 -6.04E-04 -6.04E-04 -1.07E-02 -2.87E-02
    16.5  -3.88E-02 -6.05E-04  8.11E-02 -5.73E-01 -2.19E-01 -1.13E-15 -6.05E-04 -6.05E-04 -1.64E-02 -3.85E-02
    17.5  -4.18E-02 -6.07E-04  1.20E-01 -4.42E-01 -1.85E-01 -1.10E-15 -6.07E-04 -6.07E-04 -2.12E-02 -4.18E-02
    18.5  -3.94E-02 -6.08E-04  1.64E-01 -3.58E-01 -1.59E-01 -1.24E-15 -6.08E-04 -6.08E-04 -2.27E-02 -3.94E-02
    19.5  -3.20E-02 -6.10E-04  2.12E-01 -3.03E-01 -1.39E-01 -1.56E-15 -6.10E-04 -6.10E-04 -1.96E-02 -3.19E-02
    20.5  -2.02E-02 -6.12E-04  2.63E-01 -2.67E-01 -1.26E-01 -2.16E-15 -6.12E-04 -6.12E-04 -1.18E-02 -1.98E-02
    21.5  -4.28E-03 -6.14E-04  3.14E-01 -2.47E-01 -1.19E-01 -3.44E-15 -6.14E-04 -6.14E-04  2.20E-05 -3.71E-03
    22.5   1.39E-02 -6.16E-04  3.67E-01 -2.31E-01 -1.14E-01 -5.64E-15 -6.16E-04 -6.16E-04  1.45E-02  1.47E-02
    23.5   3.28E-02 -6.18E-04  4.21E-01 -2.13E-01 -1.10E-01 -9.19E-15 -6.18E-04 -6.18E-04  3.01E-02  3.37E-02
    24.5   5.09E-02 -6.20E-04  4.76E-01 -1.92E-01 -1.05E-01 -1.45E-14 -6.20E-04 -6.20E-04  4.56E-02  5.18E-02
    25.5   6.67E-02 -6.22E-04  5.32E-01 -1.61E-01 -9.90E-02 -2.19E-14 -6.22E-04 -6.22E-04  5.98E-02  6.77E-02
    26.5   7.93E-02 -6.25E-04  5.91E-01 -1.19E-01 -9.08E-02 -3.06E-14 -6.25E-04 -6.25E-04  7.19E-02  8.04E-02
    27.5   8.82E-02 -6.27E-04  6.54E-01 -5.93E-02 -7.97E-02 -3.87E-14 -6.27E-04 -6.27E-04  8.12E-02  8.94E-02
    28.5   9.37E-02 -6.30E-04  7.20E-01  2.28E-02 -6.44E-02 -4.23E-14 -6.30E-04 -6.30E-04  8.76E-02  9.50E-02
    29.5   9.62E-02 -6.33E-04  7.91E-01  1.34E-01 -4.35E-02 -3.60E-14 -6.33E-04 -6.33E-04  9.12E-02  9.77E-02
    30.5   9.66E-02 -6.36E-04  8.68E-01  2.80E-01 -1.61E-02 -1.48E-14 -6.36E-04 -6.36E-04  9.25E-02  9.82E-02
    31.5   9.58E-02 -6.40E-04  9.52E-01  4.61E-01  1.72E-02  2.15E-14 -6.40E-04 -6.40E-04  9.21E-02  9.75E-02
    32.5   9.46E-02 -6.44E-04  1.04E+00  6.75E-01  5.35E-02  6.49E-14 -6.44E-04 -6.44E-04  9.07E-02  9.63E-02
    33.5   9.36E-02 -6.48E-04  1.14E+00  9.08E-01  8.36E-02  9.80E-14 -6.48E-04 -6.48E-04  8.89E-02  9.52E-02
    34.5   9.31E-02 -6.52E-04  1.24E+00  1.14E+00  9.96E-02  1.07E-13 -6.52E-04 -6.52E-04  8.70E-02  9.47E-02
    35.5   9.30E-02 -6.57E-04  1.35E+00  1.34E+00  9.04E-02  8.74E-14 -6.57E-04 -6.57E-04  8.52E-02  9.45E-02
    36.5   9.31E-02 -6.62E-04  1.46E+00  1.48E+00  4.68E-02  4.68E-14 -6.62E-04 -6.62E-04  8.33E-02  9.44E-02
    37.5   9.28E-02 -6.67E-04  1.58E+00  1.55E+00 -3.31E-02 -1.81E-15 -6.67E-04 -6.67E-04  8.11E-02  9.41E-02
    38.5   9.17E-02 -6.72E-04  1.70E+00  1.55E+00 -1.41E-01 -4.60E-14 -6.72E-04 -6.72E-04  7.84E-02  9.30E-02
    39.5   8.99E-02 -6.77E-04  1.82E+00  1.49E+00 -2.58E-01 -7.85E-14 -6.77E-04 -6.77E-04  7.52E-02  9.11E-02
    40.5   8.79E-02 -6.82E-04  1.96E+00  1.40E+00 -3.64E-01 -9.90E-14 -6.82E-04 -6.82E-04  7.15E-02  8.90E-02
    41.5   8.63E-02 -6.88E-04  2.10E+00  1.32E+00 -4.44E-01 -1.11E-13 -6.88E-04 -6.88E-04  6.77E-02  8.75E-02
    42.5   8.55E-02 -6.95E-04  2.27E+00  1.25E+00 -4.98E-01 -1.17E-13 -6.95E-04 -6.95E-04  6.39E-02  8.66E-02
    43.5   8.51E-02 -7.02E-04  2.46E+00  1.19E+00 -5.32E-01 -1.19E-13 -7.02E-04 -7.02E-04  5.98E-02  8.61E-02
    44.5   8.48E-02 -7.09E-04  2.68E+00  1.14E+00 -5.52E-01 -1.18E-13 -7.09E-04 -7.09E-04  5.54E-02  8.58E-02
    45.5   8.46E-02 -7.18E-04  2.92E+00  1.11E+00 -5.63E-01 -1.15E-13 -7.18E-04 -7.18E-04  5.07E-02  8.56E-02
    46.5   8.45E-02 -7.28E-04  3.20E+00  1.08E+00 -5.69E-01 -1.11E-13 -7.28E-04 -7.28E-04  4.58E-02  8.54E-02
    47.5   8.43E-02 -7.38E-04  3.51E+00  1.06E+00 -5.71E-01 -1.06E-13 -7.38E-04 -7.38E-04  4.09E-02  8.52E-02
    48.5   8.40E-02 -7.49E-04  3.86E+00  1.04E+00 -5.70E-01 -1.03E-13 -7.49E-04 -7.49E-04  3.60E-02  8.49E-02
    49.5   8.37E-02 -7.61E-04  4.24E+00  1.02E+00 -5.68E-01 -1.00E-13 -7.61E-04 -7.61E-04  3.12E-02  8.46E-02
    50.5   8.35E-02 -7.74E-04  4.66E+00  1.01E+00 -5.65E-01 -9.81E-14 -7.74E-04 -7.74E-04  2.69E-02  8.44E-02
    51.5   8.33E-02 -7.88E-04  5.11E+00  9.96E-01 -5.62E-01 -9.62E-14 -7.88E-04 -7.88E-04  2.30E-02  8.42E-02
    52.5   8.30E-02 -8.02E-04  5.60E+00  9.89E-01 -5.60E-01 -9.66E-14 -8.02E-04 -8.02E-04  1.97E-02  8.39E-02
    53.5   8.27E-02 -8.17E-04  6.11E+00  9.87E-01 -5.59E-01 -9.90E-14 -8.17E-04 -8.17E-04  1.71E-02  8.36E-02
    54.5   8.24E-02 -8.32E-04  6.65E+00  9.90E-01 -5.61E-01 -1.03E-13 -8.32E-04 -8.32E-04  1.50E-02  8.34E-02
    55.5   8.23E-02 -8.49E-04  7.24E+00  9.99E-01 -5.65E-01 -1.08E-13 -8.49E-04 -8.49E-04  1.34E-02  8.33E-02
    56.5   8.22E-02 -8.65E-04  7.86E+00  1.02E+00 -5.73E-01 -1.16E-13 -8.65E-04 -8.65E-04  1.23E-02  8.32E-02
    57.5   8.23E-02 -8.82E-04  8.52E+00  1.04E+00 -5.85E-01 -1.28E-13 -8.82E-04 -8.82E-04  1.15E-02  8.33E-02
    58.5   8.24E-02 -9.00E-04  9.22E+00  1.08E+00 -6.01E-01 -1.43E-13 -9.00E-04 -9.00E-04  1.09E-02  8.34E-02
    59.5   8.26E-02 -9.19E-04  9.98E+00  1.13E+00 -6.22E-01 -1.63E-13 -9.19E-04 -9.19E-04  1.06E-02  8.36E-02
    60.5   8.28E-02 -9.39E-04  1.08E+01  1.18E+00 -6.47E-01 -1.90E-13 -9.38E-04 -9.38E-04  1.04E-02  8.38E-02
    61.5   8.31E-02 -9.59E-04  1.16E+01  1.25E+00 -6.75E-01 -2.24E-13 -9.59E-04 -9.59E-04  1.03E-02  8.40E-02
    62.5   8.32E-02 -9.80E-04  1.26E+01  1.31E+00 -7.04E-01 -2.70E-13 -9.80E-04 -9.80E-04  1.03E-02  8.41E-02
    63.5   8.22E-02 -1.00E-03  1.35E+01  1.38E+00 -7.27E-01 -3.34E-13 -1.00E-03 -1.00E-03  1.03E-02  8.38E-02
    64.5   8.22E-02 -1.02E-03  1.46E+01  1.46E+00 -7.64E-01 -4.03E-13 -1.02E-03 -1.02E-03  1.04E-02  8.43E-02
    65.5   8.14E-02 -1.05E-03  1.57E+01  1.56E+00 -8.09E-01 -4.94E-13 -1.05E-03 -1.05E-03  1.05E-02  8.52E-02
    66.5   7.94E-02 -1.07E-03  1.70E+01  1.67E+00 -8.53E-01 -6.25E-13 -1.07E-03 -1.07E-03  1.05E-02  8.61E-02
    67.5   7.74E-02 -1.10E-03  1.84E+01  1.80E+00 -9.08E-01 -8.09E-13 -1.10E-03 -1.10E-03  1.06E-02  8.72E-02
    68.5   7.58E-02 -1.13E-03  1.99E+01  1.95E+00 -9.70E-01 -1.07E-12 -1.13E-03 -1.13E-03  1.07E-02  8.83E-02
    69.5   7.47E-02 -1.16E-03  2.16E+01  2.12E+00 -1.04E+00 -1.42E-12 -1.16E-03 -1.16E-03  1.07E-02  8.93E-02
    70.5   7.39E-02 -1.19E-03  2.34E+01  2.30E+00 -1.11E+00 -1.86E-12 -1.19E-03 -1.19E-03  1.08E-02  9.01E-02
    71.5   7.33E-02 -1.22E-03  2.54E+01  2.47E+00 -1.17E+00 -2.37E-12 -1.22E-03 -1.22E-03  1.09E-02  9.09E-02
    72.5   7.29E-02 -1.26E-03  2.78E+01  2.62E+00 -1.22E+00 -2.90E-12 -1.26E-03 -1.26E-03  1.09E-02  9.15E-02
    73.5   7.26E-02 -1.30E-03  3.06E+01  2.72E+00 -1.24E+00 -3.42E-12 -1.30E-03 -1.30E-03  1.09E-02  9.21E-02
    74.5   7.22E-02 -1.35E-03  3.40E+01  2.77E+00 -1.25E+00 -3.84E-12 -1.35E-03 -1.35E-03  1.10E-02  9.26E-02
    75.5   7.19E-02 -1.40E-03  3.81E+01  2.77E+00 -1.22E+00 -4.08E-12 -1.40E-03 -1.40E-03  1.10E-02  9.33E-02
    76.5   7.17E-02 -1.46E-03  4.30E+01  2.73E+00 -1.17E+00 -4.12E-12 -1.46E-03 -1.46E-03  1.10E-02  9.39E-02
    77.5   7.15E-02 -1.52E-03  4.87E+01  2.65E+00 -1.10E+00 -3.96E-12 -1.52E-03 -1.52E-03  1.10E-02  9.43E-02
    78.5   7.13E-02 -1.58E-03  5.52E+01  2.56E+00 -1.04E+00 -3.70E-12 -1.58E-03 -1.58E-03  1.10E-02  9.46E-02
    79.5   7.11E-02 -1.63E-03  6.24E+01  2.33E+00 -9.66E-01 -3.21E-12 -1.63E-03 -1.63E-03  1.10E-02  9.80E-02
    80.5   7.10E-02 -1.65E-03  6.97E+01  1.58E+00 -5.97E-01 -2.15E-12 -1.65E-03 -1.65E-03  1.09E-02  1.08E-01
    81.5   7.10E-02 -1.62E-03  7.51E+01  8.43E-01 -1.95E-01 -1.17E-12 -1.62E-03 -1.62E-03  1.09E-02  1.10E-01
    82.5   7.09E-02 -1.55E-03  7.84E+01  5.13E-01 -6.97E-02 -6.26E-13 -1.55E-03 -1.55E-03  1.08E-02  1.11E-01
    83.5   7.09E-02 -1.46E-03  8.03E+01  3.68E-01 -3.29E-02 -3.36E-13 -1.46E-03 -1.46E-03  1.08E-02  1.10E-01
    84.5   7.10E-02 -1.38E-03  8.15E+01  2.83E-01 -1.89E-02 -1.81E-13 -1.37E-03 -1.37E-03  1.07E-02  1.10E-01
    85.5   7.10E-02 -1.29E-03  8.22E+01  2.29E-01 -1.24E-02 -9.68E-14 -1.29E-03 -1.29E-03  1.06E-02  1.10E-01
    86.5   7.11E-02 -1.21E-03  8.26E+01  2.01E-01 -9.13E-03 -5.19E-14 -1.21E-03 -1.21E-03  1.06E-02  1.10E-01
    87.5   7.11E-02 -1.14E-03  8.29E+01  1.84E-01 -7.20E-03 -2.76E-14 -1.14E-03 -1.14E-03  1.05E-02  1.10E-01
    88.5   7.12E-02 -1.07E-03  8.31E+01  1.76E-01 -5.98E-03 -1.47E-14 -1.07E-03 -1.07E-03  1.04E-02  1.10E-01
    89.5   7.12E-02 -1.01E-03  8.32E+01  1.74E-01 -5.18E-03 -7.78E-15 -1.01E-03 -1.01E-03  1.03E-02  1.09E-01
    90.5   7.13E-02 -9.64E-04  8.33E+01  1.81E-01 -4.67E-03 -4.10E-15 -9.64E-04 -9.64E-04  1.02E-02  1.09E-01
    91.5   7.13E-02 -9.18E-04  8.33E+01  1.97E-01 -4.35E-03 -2.15E-15 -9.18E-04 -9.18E-04  1.00E-02  1.09E-01
    92.5   7.13E-02 -8.79E-04  8.33E+01  2.17E-01 -4.10E-03 -1.12E-15 -8.79E-04 -8.79E-04  9.90E-03  1.09E-01
    93.5   7.14E-02 -8.45E-04  8.34E+01  2.47E-01 -3.95E-03 -5.86E-16 -8.45E-04 -8.45E-04  9.74E-03  1.09E-01
    94.5   7.14E-02 -8.15E-04  8.34E+01  2.89E-01 -3.87E-03 -3.05E-16 -8.15E-04 -8.15E-04  9.57E-03  1.09E-01
    95.5   7.14E-02 -7.90E-04  8.34E+01  3.44E-01 -3.82E-03 -1.59E-16 -7.90E-04 -7.90E-04  9.37E-03  1.09E-01
    96.5   7.14E-02 -7.70E-04  8.34E+01  4.26E-01 -3.84E-03 -8.36E-17 -7.70E-04 -7.70E-04  9.16E-03  1.09E-01
    97.5   7.14E-02 -7.53E-04  8.34E+01  5.43E-01 -3.91E-03 -4.47E-17 -7.53E-04 -7.53E-04  8.93E-03  1.09E-01
    98.5   7.15E-02 -7.41E-04  8.34E+01  7.21E-01 -4.04E-03 -2.53E-17 -7.41E-04 -7.41E-04  8.67E-03  1.09E-01
    99.5   7.15E-02 -7.33E-04  8.34E+01  9.91E-01 -4.22E-03 -1.72E-17 -7.33E-04 -7.33E-04  8.38E-03  1.09E-01
 
     Z(km)  oÌjt¬v?  {É†”@Û[?  ^£Zì²>  	¿­'È`õ>  	¿­'È`õ>  =ŽHÍI'œ?  •@L0d4?  –@L0d4?  —‹«ó"R>  Úö|2I6@
     0.5   5.77E-03  7.77E-03  7.77E-03  8.76E-04  3.12E+00  3.14E+00  1.79E+00  1.32E+00  9.45E+00  3.14E+00
     1.5   2.87E-03  3.04E-03  3.04E-03  8.76E-04  3.24E+00  3.26E+00  8.63E-01  1.14E+00  1.01E+01  3.26E+00
     2.5  -8.49E-04 -2.02E-03 -2.02E-03  8.76E-04  3.24E+00  3.26E+00  5.82E-01  9.58E-01  1.06E+01  3.25E+00
     3.5  -4.17E-03 -5.94E-03 -5.94E-03  8.76E-04  2.99E+00  3.00E+00  1.81E-01  7.64E-01  1.04E+01  3.00E+00
     4.5  -6.68E-03 -8.29E-03 -8.29E-03  8.76E-04  2.60E+00  2.61E+00 -2.76E-01  5.65E-01  9.74E+00  2.59E+00
     5.5  -8.69E-03 -9.88E-03 -9.88E-03  8.77E-04  2.17E+00  2.18E+00 -6.60E-01  3.77E-01  8.80E+00  2.16E+00
     6.5  -1.09E-02 -1.22E-02 -1.22E-02  8.77E-04  1.78E+00  1.79E+00 -8.76E-01  2.16E-01  7.78E+00  1.75E+00
     7.5  -1.36E-02 -1.62E-02 -1.62E-02  8.77E-04  1.41E+00  1.42E+00 -9.75E-01  8.00E-02  6.71E+00  1.40E+00
     8.5  -1.59E-02 -1.97E-02 -1.97E-02  8.78E-04  1.07E+00  1.07E+00 -1.05E+00 -3.44E-02  5.66E+00  1.10E+00
     9.5  -1.66E-02 -1.87E-02 -1.87E-02  8.78E-04  7.72E-01  7.78E-01 -1.08E+00 -1.30E-01  4.68E+00  8.47E-01
    10.5  -1.44E-02 -1.22E-02 -1.22E-02  8.79E-04  5.10E-01  5.14E-01 -1.02E+00 -2.22E-01  3.69E+00  6.02E-01
    11.5  -5.58E-03  4.97E-03  4.97E-03  8.81E-04  2.33E-01  2.36E-01 -8.34E-01 -3.13E-01  2.50E+00  3.14E-01
    12.5   2.94E-03  7.78E-03  7.78E-03  8.85E-04  1.03E-01  1.05E-01 -7.69E-01 -3.76E-01  1.80E+00  1.28E-01
    13.5  -8.08E-04 -1.23E-03 -1.23E-03  8.95E-04  4.15E-02  4.25E-02 -6.77E-01 -3.73E-01  1.36E+00  4.67E-02
    14.5  -1.39E-02 -1.51E-02 -1.51E-02  9.11E-04  1.48E-02  1.52E-02 -5.26E-01 -3.13E-01  9.51E-01  1.61E-02
    15.5  -2.87E-02 -2.97E-02 -2.97E-02  9.35E-04  5.64E-03  5.85E-03 -3.86E-01 -2.42E-01  6.50E-01  6.05E-03
    16.5  -3.85E-02 -3.90E-02 -3.90E-02  9.68E-04  2.58E-03  2.69E-03 -2.85E-01 -1.84E-01  4.67E-01  2.73E-03
    17.5  -4.18E-02 -4.21E-02 -4.21E-02  1.01E-03  1.46E-03  1.52E-03 -2.20E-01 -1.43E-01  3.65E-01  1.53E-03
    18.5  -3.94E-02 -3.96E-02 -3.96E-02  1.05E-03  1.02E-03  1.05E-03 -1.78E-01 -1.17E-01  3.08E-01  1.06E-03
    19.5  -3.19E-02 -3.23E-02 -3.23E-02  1.10E-03  8.50E-04  8.76E-04 -1.51E-01 -9.88E-02  2.77E-01  8.77E-04
    20.5  -1.98E-02 -2.04E-02 -2.04E-02  1.14E-03  8.29E-04  8.48E-04 -1.33E-01 -8.71E-02  2.62E-01  8.53E-04
    21.5  -3.71E-03 -4.37E-03 -4.37E-03  1.18E-03  9.90E-04  1.00E-03 -1.23E-01 -7.95E-02  2.65E-01  1.01E-03
    22.5   1.47E-02  1.40E-02  1.40E-02  1.21E-03  1.19E-03  1.21E-03 -1.15E-01 -7.34E-02  2.72E-01  1.21E-03
    23.5   3.37E-02  3.32E-02  3.32E-02  1.23E-03  1.39E-03  1.40E-03 -1.06E-01 -6.70E-02  2.79E-01  1.40E-03
    24.5   5.18E-02  5.15E-02  5.15E-02  1.24E-03  1.48E-03  1.49E-03 -9.50E-02 -5.94E-02  2.82E-01  1.48E-03
    25.5   6.77E-02  6.75E-02  6.75E-02  1.24E-03  1.33E-03  1.33E-03 -8.00E-02 -4.92E-02  2.79E-01  1.31E-03
    26.5   8.04E-02  8.04E-02  8.04E-02  1.24E-03  7.18E-04  7.18E-04 -5.90E-02 -3.54E-02  2.66E-01  6.93E-04
    27.5   8.94E-02  8.95E-02  8.95E-02  1.22E-03 -5.65E-04 -5.71E-04 -2.99E-02 -1.65E-02  2.41E-01 -5.99E-04
    28.5   9.50E-02  9.51E-02  9.51E-02  1.20E-03 -2.76E-03 -2.78E-03  1.00E-02  8.90E-03  1.99E-01 -2.80E-03
    29.5   9.77E-02  9.78E-02  9.78E-02  1.18E-03 -6.14E-03 -6.17E-03  6.40E-02  4.30E-02  1.39E-01 -6.19E-03
